Question_id,Title,Acceptance_rate,Difficulty,TopicTags,Link
1883,Find Distance in a Binary Tree,71.5%,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/find-distance-in-a-binary-tree/description
1890,Sum of Beauty of All Substrings,66.4%,Medium,"Hash Table, String, Counting",https://leetcode.com/problems/sum-of-beauty-of-all-substrings/description
1894,Merge Strings Alternately,80.2%,Easy,"Two Pointers, String",https://leetcode.com/problems/merge-strings-alternately/description
1895,Minimum Number of Operations to Move All Balls to Each Box,85.9%,Medium,"Array, String",https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box/description
1896,Maximum Score from Performing Multiplication Operations,40.4%,Hard,"Array, Dynamic Programming",https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations/description
1900,Closest Dessert Cost,47.6%,Medium,"Array, Dynamic Programming, Backtracking",https://leetcode.com/problems/closest-dessert-cost/description
1902,Car Fleet II,55.2%,Hard,"Array, Math, Stack, Heap (Priority Queue), Monotonic Stack",https://leetcode.com/problems/car-fleet-ii/description
1903,Design Most Recently Used Queue,75.7%,Medium,"Array, Hash Table, Stack, Design, Binary Indexed Tree, Ordered Set",https://leetcode.com/problems/design-most-recently-used-queue/description
1907,Count Pairs With XOR in a Range,48.1%,Hard,"Array, Bit Manipulation, Trie",https://leetcode.com/problems/count-pairs-with-xor-in-a-range/description
1908,Recyclable and Low Fat Products,89.2%,Easy,Database,https://leetcode.com/problems/recyclable-and-low-fat-products/description
1912,Number of Restricted Paths From First to Last Node,39.2%,Medium,"Dynamic Programming, Graph, Topological Sort, Heap (Priority Queue), Shortest Path",https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node/description
1914,Find the Subtasks That Did Not Execute,77.3%,Hard,Database,https://leetcode.com/problems/find-the-subtasks-that-did-not-execute/description
1918,Maximum Score of a Good Subarray,64.3%,Hard,"Array, Two Pointers, Binary Search, Stack, Monotonic Stack",https://leetcode.com/problems/maximum-score-of-a-good-subarray/description
1923,Sentence Similarity III,33.5%,Medium,"Array, Two Pointers, String",https://leetcode.com/problems/sentence-similarity-iii/description
1924,Maximum Number of Groups Getting Fresh Donuts,40.0%,Hard,"Array, Dynamic Programming, Bit Manipulation, Memoization, Bitmask",https://leetcode.com/problems/maximum-number-of-groups-getting-fresh-donuts/description
1934,Evaluate the Bracket Pairs of a String,66.9%,Medium,"Array, Hash Table, String",https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string/description
1935,Minimum Number of Operations to Reinitialize a Permutation,72.7%,Medium,"Array, Math, Simulation",https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation/description
1939,Queries on Number of Points Inside a Circle,86.3%,Medium,"Array, Math, Geometry",https://leetcode.com/problems/queries-on-number-of-points-inside-a-circle/description
1943,Count Pairs of Equal Substrings With Minimum Difference,65.2%,Medium,"Hash Table, String, Greedy",https://leetcode.com/problems/count-pairs-of-equal-substrings-with-minimum-difference/description
1949,Implement Trie II (Prefix Tree),61.4%,Medium,"Hash Table, String, Design, Trie",https://leetcode.com/problems/implement-trie-ii-prefix-tree/description
1950,Sign of the Product of an Array,65.3%,Easy,"Array, Math",https://leetcode.com/problems/sign-of-the-product-of-an-array/description
1951,Find the Winner of the Circular Game,81.7%,Medium,"Array, Math, Recursion, Queue, Simulation",https://leetcode.com/problems/find-the-winner-of-the-circular-game/description
1953,Finding MK Average,37.3%,Hard,"Design, Queue, Heap (Priority Queue), Data Stream, Ordered Set",https://leetcode.com/problems/finding-mk-average/description
1954,Replace All Digits with Characters,81.3%,Easy,String,https://leetcode.com/problems/replace-all-digits-with-characters/description
1959,Minimum Path Cost in a Hidden Grid,56.4%,Medium,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Interactive",https://leetcode.com/problems/minimum-path-cost-in-a-hidden-grid/description
1960,Check if the Sentence Is Pangram,83.3%,Easy,"Hash Table, String",https://leetcode.com/problems/check-if-the-sentence-is-pangram/description
1962,Single-Threaded CPU,45.6%,Medium,"Array, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/single-threaded-cpu/description
1966,Frequency of the Most Frequent Element,44.5%,Medium,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum",https://leetcode.com/problems/frequency-of-the-most-frequent-element/description
1969,Maximum Number of Accepted Invitations,50.0%,Medium,"Array, Backtracking, Matrix",https://leetcode.com/problems/maximum-number-of-accepted-invitations/description
1974,Find Customers With Positive Revenue this Year,87.8%,Easy,Database,https://leetcode.com/problems/find-customers-with-positive-revenue-this-year/description
1977,Minimum Interval to Include Each Query,49.9%,Hard,"Array, Binary Search, Line Sweep, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/minimum-interval-to-include-each-query/description
1978,Minimum Adjacent Swaps to Reach the Kth Smallest Number,71.3%,Medium,"Two Pointers, String, Greedy",https://leetcode.com/problems/minimum-adjacent-swaps-to-reach-the-kth-smallest-number/description
1983,Maximum Population Year,61.0%,Easy,"Array, Counting, Prefix Sum",https://leetcode.com/problems/maximum-population-year/description
1986,Largest Color Value in a Directed Graph,50.0%,Hard,"Hash Table, Dynamic Programming, Graph, Topological Sort, Memoization, Counting",https://leetcode.com/problems/largest-color-value-in-a-directed-graph/description
1996,Number of Ways to Rearrange Sticks With K Sticks Visible,57.4%,Hard,"Math, Dynamic Programming, Combinatorics",https://leetcode.com/problems/number-of-ways-to-rearrange-sticks-with-k-sticks-visible/description
2000,Minimum Speed to Arrive on Time,46.8%,Medium,"Array, Binary Search",https://leetcode.com/problems/minimum-speed-to-arrive-on-time/description
2001,Jump Game VII,24.9%,Medium,"String, Dynamic Programming, Sliding Window, Prefix Sum",https://leetcode.com/problems/jump-game-vii/description
2008,Minimum Cost to Change the Final Value of Expression,54.1%,Hard,"Math, String, Dynamic Programming, Stack",https://leetcode.com/problems/minimum-cost-to-change-the-final-value-of-expression/description
2009,Longest Word With All Prefixes,68.5%,Medium,"Depth-First Search, Trie",https://leetcode.com/problems/longest-word-with-all-prefixes/description
2013,Minimum Skips to Arrive at Meeting On Time,37.8%,Hard,"Array, Dynamic Programming",https://leetcode.com/problems/minimum-skips-to-arrive-at-meeting-on-time/description
2017,Minimum Number of Flips to Make the Binary String Alternating,40.0%,Medium,"String, Dynamic Programming, Greedy, Sliding Window",https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating/description
2018,Minimum Space Wasted From Packaging,31.8%,Hard,"Array, Binary Search, Sorting, Prefix Sum",https://leetcode.com/problems/minimum-space-wasted-from-packaging/description
2021,Remove All Occurrences of a Substring,77.5%,Medium,String,https://leetcode.com/problems/remove-all-occurrences-of-a-substring/description
2026,Merge Triplets to Form Target Triplet,66.1%,Medium,"Array, Greedy",https://leetcode.com/problems/merge-triplets-to-form-target-triplet/description
2028,The Earliest and Latest Rounds Where Players Compete,51.0%,Hard,"Dynamic Programming, Memoization",https://leetcode.com/problems/the-earliest-and-latest-rounds-where-players-compete/description
2029,Minimize Product Sum of Two Arrays,89.4%,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/minimize-product-sum-of-two-arrays/description
2034,Minimum Absolute Difference Queries,44.4%,Medium,"Array, Hash Table",https://leetcode.com/problems/minimum-absolute-difference-queries/description
2036,Count Pairs in Two Arrays,60.8%,Medium,"Array, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/count-pairs-in-two-arrays/description
2038,Nearest Exit from Entrance in Maze,46.7%,Medium,"Array, Breadth-First Search, Matrix",https://leetcode.com/problems/nearest-exit-from-entrance-in-maze/description
2044,Number of Wonderful Substrings,67.1%,Medium,"Hash Table, String, Bit Manipulation, Prefix Sum",https://leetcode.com/problems/number-of-wonderful-substrings/description
2045,Cutting Ribbons,49.6%,Medium,"Array, Binary Search",https://leetcode.com/problems/cutting-ribbons/description
2048,Build Array from Permutation,89.9%,Easy,"Array, Simulation",https://leetcode.com/problems/build-array-from-permutation/description
2049,Eliminate Maximum Number of Monsters,50.9%,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/eliminate-maximum-number-of-monsters/description
2050,Count Good Numbers,45.6%,Medium,"Math, Recursion",https://leetcode.com/problems/count-good-numbers/description
2055,Describe the Painting,49.9%,Medium,"Array, Hash Table, Sorting, Prefix Sum",https://leetcode.com/problems/describe-the-painting/description
2058,Concatenation of Array,90.0%,Easy,"Array, Simulation",https://leetcode.com/problems/concatenation-of-array/description
2059,Unique Length-3 Palindromic Subsequences,66.1%,Medium,"Hash Table, String, Bit Manipulation, Prefix Sum",https://leetcode.com/problems/unique-length-3-palindromic-subsequences/description
2061,Painting a Grid With Three Different Colors,57.7%,Hard,Dynamic Programming,https://leetcode.com/problems/painting-a-grid-with-three-different-colors/description
2067,Maximum Number of Points with Cost,35.7%,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/maximum-number-of-points-with-cost/description
2069,Kth Smallest Subarray Sum,52.7%,Medium,"Array, Binary Search, Sliding Window",https://leetcode.com/problems/kth-smallest-subarray-sum/description
2071,Longest Common Subsequence Between Sorted Arrays,81.3%,Medium,"Array, Hash Table, Counting",https://leetcode.com/problems/longest-common-subsequence-between-sorted-arrays/description
2074,Erect the Fence II,50.7%,Hard,"Array, Math, Geometry",https://leetcode.com/problems/erect-the-fence-ii/description
2101,Last Day Where You Can Still Cross,61.9%,Hard,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Matrix",https://leetcode.com/problems/last-day-where-you-can-still-cross/description
2104,Operations on Tree,45.8%,Medium,"Array, Hash Table, Tree, Depth-First Search, Breadth-First Search, Design",https://leetcode.com/problems/operations-on-tree/description
2107,Find Unique Binary String,74.6%,Medium,"Array, Hash Table, String, Backtracking",https://leetcode.com/problems/find-unique-binary-string/description
2111,Binary Searchable Numbers in an Unsorted Array,64.9%,Medium,"Array, Binary Search",https://leetcode.com/problems/binary-searchable-numbers-in-an-unsorted-array/description
2114,Minimum Number of Work Sessions to Finish the Tasks,33.2%,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks/description
2115,Number of Unique Good Subsequences,52.4%,Hard,"String, Dynamic Programming",https://leetcode.com/problems/number-of-unique-good-subsequences/description
2117,Find Original Array From Doubled Array,40.5%,Medium,"Array, Hash Table, Greedy, Sorting",https://leetcode.com/problems/find-original-array-from-doubled-array/description
2121,Find if Path Exists in Graph,54.1%,Easy,"Depth-First Search, Breadth-First Search, Union Find, Graph",https://leetcode.com/problems/find-if-path-exists-in-graph/description
2123,The Number of Weak Characters in the Game,44.0%,Medium,"Array, Stack, Greedy, Sorting, Monotonic Stack",https://leetcode.com/problems/the-number-of-weak-characters-in-the-game/description
2127,Employees Whose Manager Left the Company,48.1%,Easy,Database,https://leetcode.com/problems/employees-whose-manager-left-the-company/description
2132,Convert 1D Array Into 2D Array,61.7%,Easy,"Array, Matrix, Simulation",https://leetcode.com/problems/convert-1d-array-into-2d-array/description
2135,Maximum Number of Ways to Partition an Array,34.3%,Hard,"Array, Hash Table, Counting, Enumeration, Prefix Sum",https://leetcode.com/problems/maximum-number-of-ways-to-partition-an-array/description
2139,Detect Squares,51.1%,Medium,"Array, Hash Table, Design, Counting",https://leetcode.com/problems/detect-squares/description
2146,Check if Word Can Be Placed In Crossword,49.6%,Medium,"Array, Matrix, Enumeration",https://leetcode.com/problems/check-if-word-can-be-placed-in-crossword/description
2156,Stone Game IX,28.3%,Medium,"Array, Math, Greedy, Counting, Game Theory",https://leetcode.com/problems/stone-game-ix/description
2161,Stock Price Fluctuation ,48.7%,Medium,"Hash Table, Design, Heap (Priority Queue), Data Stream, Ordered Set",https://leetcode.com/problems/stock-price-fluctuation/description
2162,Partition Array Into Two Arrays to Minimize Sum Difference,20.4%,Hard,"Array, Two Pointers, Binary Search, Dynamic Programming, Bit Manipulation, Ordered Set, Bitmask",https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/description
2176,Parallel Courses III,67.3%,Hard,"Array, Dynamic Programming, Graph, Topological Sort",https://leetcode.com/problems/parallel-courses-iii/description
2181,Smallest Index With Equal Value,72.9%,Easy,Array,https://leetcode.com/problems/smallest-index-with-equal-value/description
2183,Minimum Operations to Convert Number,49.3%,Medium,"Array, Breadth-First Search",https://leetcode.com/problems/minimum-operations-to-convert-number/description
2193,Count Fertile Pyramids in a Land,64.8%,Hard,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/count-fertile-pyramids-in-a-land/description
2195,Time Needed to Buy Tickets,69.9%,Easy,"Array, Queue, Simulation",https://leetcode.com/problems/time-needed-to-buy-tickets/description
2198,Process Restricted Friend Requests,55.1%,Hard,"Union Find, Graph",https://leetcode.com/problems/process-restricted-friend-requests/description
2206,Detonate the Maximum Bombs,48.7%,Medium,"Array, Math, Depth-First Search, Breadth-First Search, Graph, Geometry",https://leetcode.com/problems/detonate-the-maximum-bombs/description
2210,Find Target Indices After Sorting Array,76.4%,Easy,"Array, Binary Search, Sorting",https://leetcode.com/problems/find-target-indices-after-sorting-array/description
2212,Removing Minimum and Maximum From Array,54.9%,Medium,"Array, Greedy",https://leetcode.com/problems/removing-minimum-and-maximum-from-array/description
2213,Find All People With Secret,45.7%,Hard,"Depth-First Search, Breadth-First Search, Union Find, Graph, Sorting",https://leetcode.com/problems/find-all-people-with-secret/description
2216,Delete the Middle Node of a Linked List,59.2%,Medium,"Linked List, Two Pointers",https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/description
2217,Step-By-Step Directions From a Binary Tree Node to Another,49.0%,Medium,"String, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another/description
2218,Paths in Maze That Lead to Same Room,55.1%,Medium,Graph,https://leetcode.com/problems/paths-in-maze-that-lead-to-same-room/description
2219,Maximum Number of Words Found in Sentences,86.5%,Easy,"Array, String",https://leetcode.com/problems/maximum-number-of-words-found-in-sentences/description
2220,Find All Possible Recipes from Given Supplies,50.0%,Medium,"Array, Hash Table, String, Graph, Topological Sort",https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies/description
2221,Check if a Parentheses String Can Be Valid,31.9%,Medium,"String, Stack, Greedy",https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid/description
2226,Rings and Rods,80.8%,Easy,"Hash Table, String",https://leetcode.com/problems/rings-and-rods/description
2228,Watering Plants II,48.4%,Medium,"Array, Two Pointers, Simulation",https://leetcode.com/problems/watering-plants-ii/description
2237,Longest Palindrome by Concatenating Two Letter Words,48.1%,Medium,"Array, Hash Table, String, Greedy, Counting",https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words/description
2241,Recover the Original Array,39.3%,Hard,"Array, Hash Table, Sorting, Enumeration",https://leetcode.com/problems/recover-the-original-array/description
2245,Destroying Asteroids,51.6%,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/destroying-asteroids/description
2246,Maximum Employees to Be Invited to a Meeting,37.2%,Hard,"Depth-First Search, Graph, Topological Sort",https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting/description
2256,Count Words Obtained After Adding a Letter,43.1%,Medium,"Array, Hash Table, String, Bit Manipulation, Sorting",https://leetcode.com/problems/count-words-obtained-after-adding-a-letter/description
2261,All Divisions With the Highest Score of a Binary Array,64.4%,Medium,Array,https://leetcode.com/problems/all-divisions-with-the-highest-score-of-a-binary-array/description
2264,Minimum Sum of Four Digit Number After Splitting Digits,86.2%,Easy,"Math, Greedy, Sorting",https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits/description
2265,Partition Array According to Given Pivot,85.0%,Medium,"Array, Two Pointers, Simulation",https://leetcode.com/problems/partition-array-according-to-given-pivot/description
2266,Minimum Cost to Set Cooking Time,41.1%,Medium,"Math, Enumeration",https://leetcode.com/problems/minimum-cost-to-set-cooking-time/description
2268,Remove All Ones With Row and Column Flips,76.3%,Medium,"Array, Math, Bit Manipulation, Matrix",https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips/description
2270,Find All Lonely Numbers in the Array,60.8%,Medium,"Array, Hash Table, Counting",https://leetcode.com/problems/find-all-lonely-numbers-in-the-array/description
2271,Rearrange Array Elements by Sign,84.0%,Medium,"Array, Two Pointers, Simulation",https://leetcode.com/problems/rearrange-array-elements-by-sign/description
2279,Maximum Split of Positive Even Integers,59.2%,Medium,"Math, Backtracking, Greedy",https://leetcode.com/problems/maximum-split-of-positive-even-integers/description
2286,Minimum Time to Remove All Cars Containing Illegal Goods,41.4%,Hard,"String, Dynamic Programming",https://leetcode.com/problems/minimum-time-to-remove-all-cars-containing-illegal-goods/description
2290,Removing Minimum Number of Magic Beans,42.8%,Medium,"Array, Greedy, Sorting, Enumeration, Prefix Sum",https://leetcode.com/problems/removing-minimum-number-of-magic-beans/description
2291,Maximum AND Sum of Array,49.1%,Hard,"Array, Dynamic Programming, Bit Manipulation, Bitmask",https://leetcode.com/problems/maximum-and-sum-of-array/description
2292,Counting Words With a Given Prefix,78.2%,Easy,"Array, String, String Matching",https://leetcode.com/problems/counting-words-with-a-given-prefix/description
2295,Minimum Time to Finish the Race,41.6%,Hard,"Array, Dynamic Programming",https://leetcode.com/problems/minimum-time-to-finish-the-race/description
2297,Amount of New Area Painted Each Day,55.3%,Hard,"Array, Segment Tree, Ordered Set",https://leetcode.com/problems/amount-of-new-area-painted-each-day/description
2306,Create Binary Tree From Descriptions,72.8%,Medium,"Array, Hash Table, Tree, Binary Tree",https://leetcode.com/problems/create-binary-tree-from-descriptions/description
2311,Minimum White Tiles After Covering With Carpets,36.7%,Hard,"String, Dynamic Programming, Prefix Sum",https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets/description
2312,Most Frequent Number Following Key In an Array,59.0%,Easy,"Array, Hash Table, Counting",https://leetcode.com/problems/most-frequent-number-following-key-in-an-array/description
2314,Remove All Ones With Row and Column Flips II,67.3%,Medium,"Array, Bit Manipulation, Breadth-First Search, Matrix",https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips-ii/description
2320,Find All K-Distant Indices in an Array,65.9%,Easy,"Array, Two Pointers",https://leetcode.com/problems/find-all-k-distant-indices-in-an-array/description
2321,Minimum Weighted Subgraph With the Required Paths,37.0%,Hard,"Graph, Shortest Path",https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths/description
2322,Number of Ways to Build Sturdy Brick Wall,49.2%,Medium,"Array, Dynamic Programming, Bit Manipulation, Bitmask",https://leetcode.com/problems/number-of-ways-to-build-sturdy-brick-wall/description
2334,Number of Flowers in Full Bloom,56.8%,Hard,"Array, Hash Table, Binary Search, Sorting, Prefix Sum, Ordered Set",https://leetcode.com/problems/number-of-flowers-in-full-bloom/description
2337,Remove Digit From Number to Maximize Result,45.5%,Easy,"String, Greedy, Enumeration",https://leetcode.com/problems/remove-digit-from-number-to-maximize-result/description
2338,Minimum Consecutive Cards to Pick Up,51.4%,Medium,"Array, Hash Table, Sliding Window",https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up/description
2341,Count Prefixes of a Given String,72.6%,Easy,"Array, String",https://leetcode.com/problems/count-prefixes-of-a-given-string/description
2344,Escape the Spreading Fire,35.2%,Hard,"Array, Binary Search, Breadth-First Search, Matrix",https://leetcode.com/problems/escape-the-spreading-fire/description
2345,Minimum Number of Operations to Convert Time,65.2%,Easy,"String, Greedy",https://leetcode.com/problems/minimum-number-of-operations-to-convert-time/description
2347,Count Nodes Equal to Average of Subtree,86.3%,Medium,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree/description
2349, Check if There Is a Valid Parentheses String Path,38.7%,Hard,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/check-if-there-is-a-valid-parentheses-string-path/description
2350,Find Closest Number to Zero,45.0%,Easy,Array,https://leetcode.com/problems/find-closest-number-to-zero/description
2352,Design an ATM Machine,41.8%,Medium,"Array, Greedy, Design",https://leetcode.com/problems/design-an-atm-machine/description
2353,Maximum Score of a Node Sequence,38.7%,Hard,"Array, Graph, Sorting, Enumeration",https://leetcode.com/problems/maximum-score-of-a-node-sequence/description
2357,Count Integers in Intervals,35.3%,Hard,"Design, Segment Tree, Ordered Set",https://leetcode.com/problems/count-integers-in-intervals/description
2359,Maximum White Tiles Covered by a Carpet,33.7%,Medium,"Array, Binary Search, Greedy, Sorting, Prefix Sum",https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet/description
2367,Minimum Lines to Represent a Line Chart,25.3%,Medium,"Array, Math, Geometry, Sorting, Number Theory",https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart/description
2375,Minimum Obstacle Removal to Reach Corner,54.3%,Hard,"Array, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path",https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner/description
2377,Check if Number Has Equal Digit Count and Digit Value,72.3%,Easy,"Hash Table, String, Counting",https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value/description
2378,Sender With Largest Word Count,56.9%,Medium,"Array, Hash Table, String, Counting",https://leetcode.com/problems/sender-with-largest-word-count/description
2380,Booking Concert Tickets in Groups,17.8%,Hard,"Binary Search, Design, Binary Indexed Tree, Segment Tree",https://leetcode.com/problems/booking-concert-tickets-in-groups/description
2383,Add Two Integers,87.8%,Easy,Math,https://leetcode.com/problems/add-two-integers/description
2385,Count Positions on Street With Required Brightness,63.9%,Medium,"Array, Prefix Sum",https://leetcode.com/problems/count-positions-on-street-with-required-brightness/description
2389,Design a Text Editor,45.1%,Hard,"Linked List, String, Stack, Design, Simulation, Doubly-Linked List",https://leetcode.com/problems/design-a-text-editor/description
2394,Count Subarrays With Score Less Than K,54.9%,Hard,"Array, Binary Search, Sliding Window, Prefix Sum",https://leetcode.com/problems/count-subarrays-with-score-less-than-k/description
2395,Longest Binary Subsequence Less Than or Equal to K,37.9%,Medium,"String, Dynamic Programming, Greedy, Memoization",https://leetcode.com/problems/longest-binary-subsequence-less-than-or-equal-to-k/description
2396,Design Video Sharing Platform,64.3%,Hard,"Hash Table, Stack, Design, Ordered Set",https://leetcode.com/problems/design-video-sharing-platform/description
2399,Minimum Flips in Binary Tree to Get Result,59.0%,Hard,"Dynamic Programming, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/minimum-flips-in-binary-tree-to-get-result/description
2401,Count Asterisks,82.3%,Easy,String,https://leetcode.com/problems/count-asterisks/description
2403,Count Unreachable Pairs of Nodes in an Undirected Graph,49.3%,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph",https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph/description
2416,Evaluate Boolean Binary Tree,82.9%,Easy,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/evaluate-boolean-binary-tree/description
2417,The Latest Time to Catch a Bus,27.2%,Medium,"Array, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/the-latest-time-to-catch-a-bus/description
2419,Subarray With Elements Greater Than Varying Threshold,42.8%,Hard,"Array, Stack, Union Find, Monotonic Stack",https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold/description
2427,First Letter to Appear Twice,73.6%,Easy,"Hash Table, String, Bit Manipulation, Counting",https://leetcode.com/problems/first-letter-to-appear-twice/description
2432,Number of Zero-Filled Subarrays,66.7%,Medium,"Array, Math",https://leetcode.com/problems/number-of-zero-filled-subarrays/description
2434,Design a Number Container System,44.8%,Medium,"Hash Table, Design, Heap (Priority Queue), Ordered Set",https://leetcode.com/problems/design-a-number-container-system/description
2435,Shortest Impossible Sequence of Rolls,68.4%,Hard,"Array, Hash Table, Greedy",https://leetcode.com/problems/shortest-impossible-sequence-of-rolls/description
2442,Number of Arithmetic Triplets,84.2%,Easy,"Array, Hash Table, Two Pointers, Enumeration",https://leetcode.com/problems/number-of-arithmetic-triplets/description
2443,Check if There is a Valid Partition For The Array,51.8%,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array/description
2447,Merge Similar Items,75.7%,Easy,"Array, Hash Table, Sorting, Ordered Set",https://leetcode.com/problems/merge-similar-items/description
2448,Count Number of Bad Pairs,41.7%,Medium,"Array, Hash Table",https://leetcode.com/problems/count-number-of-bad-pairs/description
2450,Minimum Replacements to Sort the Array,53.6%,Hard,"Array, Math, Greedy",https://leetcode.com/problems/minimum-replacements-to-sort-the-array/description
2454,Largest Local Values in a Matrix,88.1%,Easy,"Array, Matrix",https://leetcode.com/problems/largest-local-values-in-a-matrix/description
2472,Build a Matrix With Conditions,61.6%,Hard,"Array, Graph, Topological Sort, Matrix",https://leetcode.com/problems/build-a-matrix-with-conditions/description
2478,Longest Nice Subarray,51.5%,Medium,"Array, Bit Manipulation, Sliding Window",https://leetcode.com/problems/longest-nice-subarray/description
2479,Meeting Rooms III,44.4%,Hard,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation",https://leetcode.com/problems/meeting-rooms-iii/description
2481,Strictly Palindromic Number,87.6%,Medium,"Math, Two Pointers, Brainteaser",https://leetcode.com/problems/strictly-palindromic-number/description
2485,Finding the Number of Visible Mountains,38.0%,Medium,"Array, Stack, Sorting, Monotonic Stack",https://leetcode.com/problems/finding-the-number-of-visible-mountains/description
2489,Sort Array by Moving Items to Empty Space,45.9%,Hard,"Array, Greedy, Sorting",https://leetcode.com/problems/sort-array-by-moving-items-to-empty-space/description
2494,Sum of Prefix Scores of Strings,46.1%,Hard,"Array, String, Trie, Counting",https://leetcode.com/problems/sum-of-prefix-scores-of-strings/description
2495,Number of Unique Subjects Taught by Each Teacher,88.2%,Easy,Database,https://leetcode.com/problems/number-of-unique-subjects-taught-by-each-teacher/description
2505,Number of Good Paths,56.3%,Hard,"Array, Hash Table, Tree, Union Find, Graph, Sorting",https://leetcode.com/problems/number-of-good-paths/description
2506,Minimize Maximum Value in a Grid,65.9%,Hard,"Array, Union Find, Graph, Topological Sort, Sorting, Matrix",https://leetcode.com/problems/minimize-maximum-value-in-a-grid/description
2507,Number of Common Factors,79.1%,Easy,"Math, Enumeration, Number Theory",https://leetcode.com/problems/number-of-common-factors/description
2512,Longest Uploaded Prefix,55.4%,Medium,"Binary Search, Union Find, Design, Binary Indexed Tree, Segment Tree, Heap (Priority Queue), Ordered Set",https://leetcode.com/problems/longest-uploaded-prefix/description
2513,Number of Pairs Satisfying Inequality,44.1%,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",https://leetcode.com/problems/number-of-pairs-satisfying-inequality/description
2521,Paths in Matrix Whose Sum Is Divisible by K,42.9%,Hard,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/paths-in-matrix-whose-sum-is-divisible-by-k/description
2525,Count Number of Distinct Integers After Reverse Operations,79.6%,Medium,"Array, Hash Table, Math",https://leetcode.com/problems/count-number-of-distinct-integers-after-reverse-operations/description
2526,Longest Increasing Subsequence II,24.0%,Hard,"Array, Divide and Conquer, Dynamic Programming, Binary Indexed Tree, Segment Tree, Queue, Monotonic Queue",https://leetcode.com/problems/longest-increasing-subsequence-ii/description
2527,Count Subarrays With Fixed Bounds,68.0%,Hard,"Array, Queue, Sliding Window, Monotonic Queue",https://leetcode.com/problems/count-subarrays-with-fixed-bounds/description
2528,Number of Valid Clock Times,46.7%,Easy,"String, Enumeration",https://leetcode.com/problems/number-of-valid-clock-times/description
2536,Determine if Two Events Have Conflict,51.0%,Easy,"Array, String",https://leetcode.com/problems/determine-if-two-events-have-conflict/description
2538,Minimum Cost to Make Array Equal,46.0%,Hard,"Array, Binary Search, Greedy, Sorting, Prefix Sum",https://leetcode.com/problems/minimum-cost-to-make-array-equal/description
